登録番号,登録年月日,事業者名,事業の種類,事業の種類の細目1,事業の種類の細目2,事業所名,所在地(都道府県),所在地(市区町村),登録対象業務の従業員数
239084,20180330,医療法人協愛会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,老人保健施設ニューライフあじす,山口県,山口市,11
239092,20180330,医療法人社団　苑田会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,公立介護老人保健施設老健おばま,長崎県,雲仙市,34
239151,20180330,社会福祉法人長寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護　　老人ホーム　　いずみ山荘,岡山県,苫田郡鏡野町,31
239193,20180330,社会福祉法人石川福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームよもぎ荘,福島県,石川郡平田村,34
239245,20180330,社会福祉法人日本傷痍者更生会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ショートステイふれ愛,福岡県,遠賀郡岡垣町,18
239301,20180330,株式会社よしまる,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,デイサービスセンター未来よしだ,愛媛県,宇和島市,20
239317,20180330,公益財団法人脳血管研究所,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設アルボース,群馬県,伊勢崎市,88
239621,20180330,医療法人豊慈会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　老健くしろ,北海道,釧路市,92
239623,20180330,社会福祉法人　福寿園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム渥美福寿園,愛知県,田原市,120
239695,20180330,社会福祉法人伯和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームえんじゅ,宮城県,白石市,40
239697,20180330,社会福祉法人伯和会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームみずき,宮城県,白石市,24
239741,20180330,社会福祉法人翔の会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,ゆるり,神奈川県,茅ヶ崎市,99
239781,20180330,介護老人保健施設　友愛園,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設　友愛園,沖縄県,豊見城市,61
239885,20180330,医療法人 井野整形外科リハビリ内科,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設リハビリホーム喜望峰,群馬県,北群馬郡榛東村,98
240177,20180330,医療法人浜名会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設まんさくの里,静岡県,湖西市,79
240305,20180330,特別養護老人ホームひろみ奈良の里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームひろみ奈良の里,愛媛県,北宇和郡鬼北町,27
240401,20180330,社会福祉法人聖心会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム明尽苑,千葉県,松戸市,150
240805,20180330,介護老人保健施設舞風台,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設舞風台,福岡県,八女郡広川町,84
240809,20180330,介護老人保健施設舞風台,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設舞風台　ユニットケア棟,福岡県,八女郡広川町,20
240845,20180330,株式会社ユニマットリタイアメント・コミュニティ,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,東村山グループホームそよ風,東京都,東村山市,19
240931,20180330,社会福祉法人さかえ福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームさかえの里,新潟県,三条市,57
241009,20180330,社会福祉法人ほたか会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　川場春光園,群馬県,利根郡川場村,37
241215,20180330,社会福祉法人アイ・ティ・オー福祉会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームハートヒルかわげ,三重県,津市,29
241223,20180330,医療法人清仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,シミズふないの里,京都府,南丹市,113
241383,20180330,医療法人　生寿会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,日進老人保健施設,愛知県,日進市,50
242301,20180330,有料老人ホームメゾン・ド・プレール,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,有料老人ホームメゾン・ド・プレール,福岡県,京都郡苅田町,15
242379,20180330,社会福祉法人寿老園老人ホーム,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームレークサイド土師,広島県,安芸高田市,29
242471,20180330,介護老人保健施設御所,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設御所,福岡県,京都郡みやこ町,59
242491,20180330,社会福祉法人　穏寿会　,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム　勝浦裕和園,千葉県,勝浦市,75
242661,20180330,社会福祉法人清風会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームあいぜんの里,岩手県,釜石市,37
242847,20180330,社会福祉法人希望の家,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームのぞみの苑,群馬県,桐生市,41
242849,20180330,社会福祉法人希望の家,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームのぞみの苑,群馬県,桐生市,22
243419,20180330,介護付有料老人ホーム　風,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護付き有料老人ホーム風,福岡県,太宰府市,25
243441,20180330,医療法人社団泉仁会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設豊生苑,山口県,宇部市,50
243531,20180330,社会福祉法人緑星の里,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホーム陽明園,北海道,苫小牧市,67
243541,20180330,介護老人保健施設山鹿リハビリセンター,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,介護老人保健施設山鹿リハビリセンター,熊本県,山鹿市,97
243575,20180330,社会福祉法人楽水会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームアミーガはまゆり,岩手県,釜石市,70
243601,20180330,社会福祉法人幹の会,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームライフゆうかり,群馬県,藤岡市,39
243619,20180330,社会福祉法人アコモード,社会保険・社会福祉・介護事業,介護保険施設,事業所、施設の指定申請、届出先：都道府県,特別養護老人ホームアコモード,千葉県,我孫子市,274
